Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,12290_3#46,12378_2#16,13415_4#43,14324_6#51,14936_5#23,14936_5#5,14936_6#28,15277_3#70,15378_2#88,15531_4#29,16288_3#68,16288_4#49,16288_6#83,16288_7#67,17870_7#145,17870_7#82,17870_8#103,18456_1#108,18456_1#116,18456_1#91,19341_3#53,9789_2#24,9789_2#39,9789_3#1
group_3902,,hypothetical protein,3,3,1.0,1,5371,36.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
tcrA,,response regulator,3,3,1.0,1,6394,710.0,7.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_3912,,hypothetical protein,3,3,1.0,362,1,711.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_3915,lytA_2,autolysin,3,4,1.34,1,6963,1.0,3606.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_3919,,hypothetical protein,3,4,1.34,1,1269,1.0,1227.0,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_3920,,hypothetical protein,3,3,1.0,1,9339,1.0,2261.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_3922,,cell envelope integrity inner membrane protein TolA,3,3,1.0,1,1354,1.0,1293.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_3923,,hypothetical protein,3,3,1.0,753,1,1706.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4067,,hypothetical protein,3,3,1.0,1,6370,1562.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4084,,gp27,3,3,1.0,1,2660,1.0,2799.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4200,,lignostilbene-alphabeta-dioxygenase,3,3,1.0,1,4495,1.0,4738.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4204,,Putative transposon related peptidoglycan linked protein (LPXTG motif),3,3,1.0,1,8901,1.0,4500.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4247,,FIG01115027: hypothetical protein,3,3,1.0,1,10107,1762.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4314,,hypothetical protein,3,3,1.0,1,2959,313.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4378,,phage transcriptional regulator Cro/CI family,3,3,1.0,1,2276,1.0,2612.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4407,,hypothetical protein,3,3,1.0,1,8856,1.0,4582.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4419,,hypothetical protein,3,3,1.0,1,8869,1.0,4590.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4454,,hypothetical protein,3,3,1.0,353,1,1145.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4476,tetL,tetracycline resistance protein TetL,3,3,1.0,350,2,1142.0,2.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4507,,hypothetical protein,3,3,1.0,863,1,840.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4521,,putative integral membrane protein,3,3,1.0,1,6891,663.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4543,murE2,UDP-N-acetylmuramoylalanyl-D-glutamate--2 6-diaminopimelate ligase,3,3,1.0,1,166,884.0,3.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4583,,excisionase,3,3,1.0,1,4675,1.0,498.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4587,,hypothetical protein,3,3,1.0,853,1,1821.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4588,,hypothetical protein,3,3,1.0,350,3,1142.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
immR_5,,transcriptional regulator,3,3,1.0,1,8547,1.0,6449.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
rhaD,,rhamnulose-1-phosphate aldolase,3,3,1.0,1,7427,1.0,5618.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
rhaA,,L-rhamnose isomerase,3,3,1.0,1,7428,1.0,5619.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
rhaB,,rhamnulokinase (rhamnulose kinase),3,3,1.0,1,7429,1.0,5620.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4641,,phage protein,3,3,1.0,1,2223,1.0,5111.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4645,,gp27,3,3,1.0,1,7968,1.0,2948.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4656,,hypothetical protein,3,3,1.0,1,1960,1.0,2761.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4663,,phage protein,3,3,1.0,1,2604,1.0,4936.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4666,,hypothetical protein,3,3,1.0,1,9516,1.0,2379.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4668,,membrane protein,3,3,1.0,1,842,1.0,5331.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4670,,hypothetical protein,3,3,1.0,1,9722,1.0,2274.0,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4674,,putative conjugative transposon membrane protein,3,3,1.0,1,5703,1.0,4668.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4677,,hypothetical protein,3,3,1.0,1,2165,1.0,3823.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4685,,FIG01114468: hypothetical protein,3,3,1.0,1,5653,1.0,4477.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4686,ssp5,agglutinin receptor,3,3,1.0,1,2861,1.0,4463.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4691,,conjugative transposon protein,3,3,1.0,1,4886,1.0,157.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4692,,helicase,3,3,1.0,1,4885,1.0,156.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4693,topB,putative DNA topoisomerase,3,3,1.0,1,4897,1.0,169.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4725,,hypothetical protein,3,3,1.0,1,1478,1.0,1319.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4737,,chlorohydrolase,3,3,1.0,1,9838,941.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4750,,hypothetical protein,3,3,1.0,1,5681,1.0,4685.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4752,,hypothetical protein,3,3,1.0,1,10137,1.0,3814.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4753,,FIG01115288: hypothetical protein,3,3,1.0,1,10156,1997.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4754,,hypothetical protein,3,3,1.0,1,5359,1.0,4323.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
res97,,Res97 protein,3,3,1.0,476,9,1127.0,4.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
hhaIM_2,,cytosine-specific methyltransferase,3,3,1.0,476,4,1127.0,9.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4786,xerD,recombinase site specific,3,3,1.0,1,5878,1732.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4787,eqbL,ABC transporter ATP-binding protein,3,3,1.0,1,5055,1.0,7121.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4793,bacE,permease,3,3,1.0,1,3423,1.0,6624.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4794,,putative adenylyl cyclase CyaB,3,3,1.0,1,6312,1.0,6623.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4795,,hypothetical protein,3,3,1.0,1,6313,1.0,6794.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4798,,hypothetical protein,3,3,1.0,1,4546,1.0,4774.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4805,,hypothetical protein,3,3,1.0,1,8238,1.0,2965.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4806,,lipoprotein putative,3,3,1.0,1,119,1687.0,2.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4807,ybbP,Hypothetical protein YbbP contains nucleotide-binding domain of DisA bacterial checkpoint controller,3,3,1.0,1,121,1687.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4808,,major facilitator superfamily permease,3,3,1.0,1,1076,387.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4817,,hypothetical protein,3,3,1.0,1,2819,1695.0,1.0,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4821,,rhodanese-related sulfurtransferase,3,3,1.0,1,7306,1375.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
ltrA_4,,Retron-type RNA-directed DNA polymerase,3,3,1.0,1,3058,1.0,83.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4840,wchZ,nucleotidyl transferase WchZ,3,3,1.0,1,3817,1443.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4860,,SpeK,3,3,1.0,1,6771,1.0,3695.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4861,ltrA_1,Mobile element protein,3,3,1.0,1,1694,1.0,2111.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
tnpR_3,,Recombinase,3,3,1.0,1,3014,1.0,6108.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4866,,prophage protein,3,3,1.0,1,3011,1.0,6102.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4867,pblB,bacteriophage PblB,3,3,1.0,1,3009,1.0,6100.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4868,,phage protein,3,3,1.0,1,3008,1.0,6099.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
yqbO_1,,Phage tail length tape-measure protein,3,3,1.0,1,3007,1.0,6098.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4870,,prophage pi2 protein 40,3,3,1.0,1,7177,1.0,6097.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4871,,prophage LambdaSa04 head-tail adaptor putative,3,3,1.0,1,7183,1.0,6093.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4872,,unknown phage protein,3,3,1.0,1,7184,1.0,6092.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4873,,FIG01114614: hypothetical protein,3,3,1.0,1,7194,1.0,6055.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4874,hhaIM,DNA (cytosine-5-)-methyltransferase,3,3,1.0,1,7195,1.0,6056.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4875,,zinc-finger protein,3,3,1.0,1,7197,1.0,6059.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
metK_1,,S-adenosylmethionine synthetase,3,3,1.0,1,7199,1.0,6061.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4877,,hypothetical protein,3,3,1.0,1,7200,1.0,6062.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4878,,hypothetical protein,3,3,1.0,1,7201,1.0,6063.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4879,,DNA helicase phage-associated,3,3,1.0,1,7204,1.0,6066.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4880,,prophage LambdaSa04 DNA primase,3,3,1.0,1,7206,1.0,6068.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4881,,phage protein,3,3,1.0,1,7208,1.0,6070.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4882,,FIG01115957: hypothetical protein,3,3,1.0,1,7211,1.0,6073.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
polA_1,,prophage LambdaSa04 DNA polymerase,3,3,1.0,1,7212,1.0,6074.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4884,,FIG01116439: hypothetical protein,3,3,1.0,1,7219,1.0,6075.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4889,,hypothetical protein,3,3,1.0,1,9518,1.0,1130.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4906,,GDSL-like Lipase/Acylhydrolase,3,3,1.0,1,7914,1.0,3313.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4910,,hypothetical protein,3,3,1.0,1,9578,1.0,2357.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4914,,hypothetical protein,3,3,1.0,1,9074,1.0,846.0,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4925,,hypothetical protein,3,3,1.0,1,9667,1.0,1013.0,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4929,,hypothetical protein,3,3,1.0,1,8218,1.0,2937.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4933,,putative sigma factor,3,3,1.0,1,1617,1.0,7129.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4939,,hypothetical protein,3,3,1.0,1053,4,944.0,4.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4940,,hypothetical protein,3,3,1.0,582,2,699.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4948,,hypothetical protein,3,3,1.0,737,5,681.0,7.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4952,,hypothetical protein,3,3,1.0,677,2,1283.0,2.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4974,,hypothetical protein,3,3,1.0,363,1,712.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4980,,putative conjugative transposon membrane exported protein,3,3,1.0,1,3050,1.0,216.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4985,,phage transcriptional regulator Cro/CI family,3,3,1.0,1,4101,1.0,3587.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4994,,conjugative transposon membrane protein,3,3,1.0,1,8,1.0,504.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4998,,hypothetical protein,3,3,1.0,1,9507,1.0,1176.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_4999,,hypothetical protein,3,3,1.0,1,9048,1.0,771.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_5024,,hypothetical protein,3,3,1.0,1,9387,1.0,1081.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_5035,dnaD_2,phage protein,3,3,1.0,1,4058,1.0,3536.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_5039,,putative conjugative transposon membrane exported protein,3,3,1.0,1,4932,1.0,183.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_5051,cadD,cadmium resistance protein,3,3,1.0,599,1,327.0,5.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_5056,,cell envelope integrity inner membrane protein TolA,3,3,1.0,1,1377,1.0,1117.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_5062,,hypothetical protein,3,3,1.0,199,12,793.0,11.0,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_5255,,bacteriocin immunity protein,3,3,1.0,1,6538,1.0,6217.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_5256,,immunity protein BlpX,3,3,1.0,1,6549,1.0,6265.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_5439,,hypothetical protein,3,3,1.0,1,2456,1.0,4869.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_5502,,putative transmembrane protein,3,3,1.0,1,6097,1.0,6424.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_5517,,hypothetical protein,3,3,1.0,1,8560,1.0,6461.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_5518,,hypothetical protein,3,3,1.0,1,8561,1.0,6460.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_5618,,integral membrane protein,3,3,1.0,1,10064,1649.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
yjaB_2,,Uncharacterized N-acetyltransferase YjaB,3,3,1.0,1,6867,1606.0,3.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_5690,,phage protein,3,3,1.0,1,2295,1.0,5145.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_5698,,hypothetical protein,3,3,1.0,1,3871,1.0,4386.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_5747,,aspartate/glutamate ABC transporter permease,3,3,1.0,1,4583,1610.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_5771,,hypothetical protein,3,3,1.0,1,9907,1.0,4362.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_5784,rsuA1,ribosomal small subunit pseudouridine synthase A,3,3,1.0,1,932,1.0,5622.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_5785,polC_1,DNA polymerase III PolC,3,3,1.0,1,507,225.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_5791,,hypothetical protein,3,3,1.0,1,140,1.0,3830.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_5842,epsH,exopolysaccharide biosynthesis acetyltransferase,3,3,1.0,1,3691,1.0,1813.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_5931,,hypothetical protein,3,3,1.0,1,9932,484.0,4.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_6001,,hypothetical protein,3,3,1.0,1,5383,1.0,6364.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_6090,,hypothetical protein,3,3,1.0,1,3894,1.0,4388.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
flr,,flavoprotein oxygenase-like protein,3,3,1.0,1,3891,2057.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_6115,,bacterial mobilization protein (MobC) family protein PcfF,3,3,1.0,1,5630,1.0,4662.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_6116,,hypothetical protein,3,3,1.0,1,5701,1.0,4671.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_6342,,hypothetical protein,3,3,1.0,1,9494,1.0,1554.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_6343,,hypothetical protein,3,3,1.0,1,1855,1.0,3402.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_6415,,replication initiation factor family protein,3,3,1.0,350,1,1142.0,3.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_6548,lytB_5,choline-binding protein Cbp5,3,3,1.0,1,6695,682.0,7.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_6549,,rgg protein,3,3,1.0,1,6713,682.0,10.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_6551,,membrane protein,3,3,1.0,1,7859,667.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_6626,,hypothetical protein,3,3,1.0,519,1,1376.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_6633,zmpC,putative IgA-specific zinc metalloproteinase,3,3,1.0,1,4471,1.0,4445.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_6634,,hypothetical protein,3,3,1.0,1,4469,1.0,4473.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_6734,,hypothetical protein,3,3,1.0,1,6074,99.0,1.0,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_6777,,hypothetical protein,3,3,1.0,1,5761,1.0,5758.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_6792,,Uncharacterized conserved protein,3,3,1.0,1,4943,1.0,7176.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_6793,,regulatory protein,3,3,1.0,1,4942,1.0,7175.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_6794,,conjugative transposon membrane protein,3,3,1.0,1,4853,1.0,215.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_6804,Int-Tn_2,putative transposon integrase,3,3,1.0,1,4667,1.0,497.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_6830,,phage protein,3,3,1.0,1,10300,1.0,2081.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_6831,,membrane protein,3,3,1.0,1,5614,1.0,2079.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_6849,,hypothetical protein,3,3,1.0,1,2682,1.0,2792.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_6872,,hypothetical protein,3,3,1.0,1,5662,1.0,4472.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_6929,,hypothetical protein,3,3,1.0,1,10138,453.0,1.0,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_6985,sulB,dihydrofolate synthetase,3,3,1.0,1,522,1825.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_6997,,hypothetical protein,3,3,1.0,1,601,1.0,5876.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_7000,,hypothetical protein,3,3,1.0,1,3434,1.0,6576.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_7001,bglK_3,ROK protein,3,3,1.0,1,3437,1.0,6574.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_7002,lacF_2,PTS family cellobiose porter component IIA,3,3,1.0,1,7422,1.0,6573.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_7003,,transposase family protein,3,3,1.0,1,7423,1.0,6572.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
bglX,,glucocerebrosidase,3,3,1.0,1,7424,1.0,6571.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
melB,,major facilitator superfamily protein,3,3,1.0,1,7425,1.0,6570.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_7006,,alfa-L-rhamnosidase,3,3,1.0,1,7426,1.0,5617.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
rhaR,,AraC family transcriptional regulator,3,3,1.0,1,7430,1.0,5621.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
glnQ-truncation,,glutamine ABC transporter ATP-binding protein,3,3,1.0,1,7333,1780.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_7162,,hypothetical protein,3,3,1.0,1,10012,26.0,2.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_7217,,sugar transport protein,3,3,1.0,1,146,1705.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_7233,,hypothetical protein,3,3,1.0,1,1949,1.0,2951.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_7234,,hypothetical protein,3,3,1.0,1,7957,1.0,2949.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_7270,ktrB,Trk transporter membrane-spanning protein - K+ transport,3,3,1.0,1,7748,230.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_7272,,Phage protein,3,3,1.0,1,2639,1.0,3202.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_7279,,hypothetical protein,3,3,1.0,1,10001,518.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_7282,,DNA-binding protein,3,3,1.0,1,1863,1.0,3302.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_7287,,LD-carboxypeptidase,3,3,1.0,1,7243,424.0,3.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_7300,rluB,ribosomal large subunit pseudouridine synthase B,3,3,1.0,1,5911,1896.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
rep1,,replication protein,3,3,1.0,1,5150,1.0,3789.0,,1,1,1,,,1.0,,,,,,,,,,,,,,,,,,,,,
group_7420,,hypothetical protein,3,3,1.0,1,10088,527.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_7423,,hypothetical protein,3,3,1.0,1,5324,1611.0,1.0,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
czrA,,transcriptional regulator ArsR family,3,3,1.0,1,9870,1500.0,5.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_7475,,hypothetical protein,3,3,1.0,1,9330,1.0,2215.0,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_7508,,CHAP domain-containing protein,3,3,1.0,1,5652,1.0,4478.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_7509,,FIG01115510: hypothetical protein,3,3,1.0,1,5673,1.0,4692.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_7511,,hypothetical protein,3,3,1.0,1,2866,1.0,4460.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_7512,,FIG01114020: hypothetical protein,3,3,1.0,1,2867,1.0,4459.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_7513,,hypothetical protein,3,3,1.0,1,2868,1.0,4458.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_7540,,putative transposon protein,3,3,1.0,1,3137,1.0,37.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_7593,,hypothetical protein,3,3,1.0,1,2714,1.0,3719.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_7594,,hypothetical protein,3,3,1.0,1,2713,1.0,3718.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_7595,,cI-like repressor,3,3,1.0,1,2712,1.0,3717.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_7596,,phage DNA-binding protein,3,3,1.0,1,2711,1.0,3716.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
